doc_id,year,author,title,jury_1,jury_2,jury_3,jury_4,jury_5
HEI_000525--000001_410301,1928,,Methods of international legislation with special reference to the League of Nations,S. A.,Hautes Etudes Internationales,M. Knudson,Maître,Amos S. Hershey
HEI_000525--000002_410301,1929,,The principle of equal economic opportunity before and since the establishment of the mandates syste,U. S. A. B. A. GOSHEN,B. A. GoVhÉn,M. Gerig,Maître,William E. Rappard
HEI_000525--000003_410301,1930,,Women's part in the English co-operative movement and related problems,T-ll,Related Problems,JENT S. A.,Rappard,Mii Djang
HEI_000525--000004_410301,1930,,L'échange gréco-bulgare des minorités ethniques,O æSî bkäss ÄBÜOIO X,André WURFBAIN dAmsterdam,i - 6fiÄ 2x,Rappard,M. Wurfbain
HEI_000525--000005_410301,1930,,Canada and the League of Nations,William Earl,S. A.,Lins litui,ÇLe -Gada etla,Chapter
HEI_000525--000006_410301,1931,,The International Institute of Agriculture,J. i Ö ÎS,ASHER HOBSO N,Rappard,M. Hobson,William E. Rappard
HEI_000525--000007_410301,1932,,La Pologne et la Société des Nations,Alexandre BREGMAN VARSOVIE,Gêncye,Hautes Etudes Internationales,Alexandre Bregman,Pàül MANTOÙx
HEI_000525--000008_410301,1932,,The nature and evolution of the political relations between the Indian states and the British imperi,O co co O CD I O t-,Kalia Jlndia,MM. Bourquin,Borgend,M. Shyam Shankar
HEI_000525--000009_410206,1932,,Le bois en Europe,3 CD,Egon GLESINGER Docteur,M. Babel,Egon Glesinger,William E. Rappart
HEI_000526--000001_410206,1930,,L'expédition et la captivité d'Andalousie,Paul Mantoux,Théo Geisendorf-,Victor Martin,MATIÈRES Pages Avant-propos ix-x Les,Chapitre I. LEspagne
HEI_000526--000002_410206,1933,,L'article 11 du Pacte et la convention générale en vue de développer les moyens de prévenir la guerr,ZRouDxaiûeX,Guggenheim,Norbert Kurz,William E. Rappard,Messieurs
HEI_000526--000003_410206,1934,,Reservoirs of men,HEITtì SIBIL,Paul Mantoux,Maurice Btoüruin,Cari J. Burckhardt,M.-Shélby-Uiiîlcnt Davis
HEI_000526--000004_411209,1934,,The Soviets at Geneva,Kii W.,tifi I,Kathrÿn,Paul Mantoux,William E. Rappard
HEI_000526--000005_411209,1934,,Nonrecognition as a legal obligation,HEfTVV ltp,ROLAND HALL SHARP A. B.,M. E. I.,Maurice Bourquin,Hans Kelsen
HEI_000526--000006_411209,1934,,International narcotics control,c Q O,William E. Rappard,Hans Wehberg,Pitman B. Potter,Mademoiselle Louise Elisabeth Eisenlohr
HEI_000526--000007_411209,1935,,Das Problem des völkerrechtlichen Angriffs,WILHELM G. HERTZ Sv,WILHELM G. HERTZ,A. W. SIJTHOFFS UITGEVERSMIJ N.V.,Hans Kelsen,Hans Wehberg
HEI_000527--000001_411209,1935,,Disarmament in British foreign policy,Rolland,Paul Mantoux,Maurice Bourquin,Hans Wehberg,Anglo-German Naval Rivalry 51
HEI_000527--000002_411209,1935,,Les migrations de la population intéressant le territoire de la Tchécoslovaquie actuelle,Ivo SASEK de Prague,Tvo SASEK,MM. P. Mantoux,W. E. Rappard,L. Mises
HEI_000527--000003_411209,1935,,The ratification of international conventions,William E. Rappard,Bourquin,Guggenheim,Francis O. Wilcox,TO V. G. W. AND G. G. B. The lawyer is witnessing
HEI_000527--000004_411209,1935,,La Dobroudja et les relations bulgaro-roumaines,JOSEPH V. POPPOV,Paul Mantoux,Guglielmo Ferrero,Carl I. Burckhardt,M. Joseph Poppov
HEI_000527--000005_411209,1935,,The role of the Council in execution of functions assigned to the League of Nations by the Treaty of,George KIDD,Brazil,U.S.A. A. B.,George Kl DD,M. S. A. A. B.
HEI_000527--000006_411209,1935,,Das Problem der Europäischen Organisation und das Geistesleben der Restaurationsepoche,OJ XT CJ O,HERMANN MEYER-LINDENBERG,Maurice Bourquin,Cari J. Burckhardt,Paul Guggenheim
HEI_000527--000007_411209,1935,,Staat und Gebietshoheit,Adcdf Fi,Maurice Bourquin,Paul Guggenheim,Hans Kelsen,Hans Wehberg
HEI_000527--000008_411209,1936,,"Art. 5 und Art. 14, Satz 3 der Völkerbundsatzung",CM CD C Q,lèttovi r. -IJ,24 J. ROSNOBLET,IMPRIMEUR-ÉDITEUR,Einholung von Gutachten
HEI_000528--000001_411209,1936,,International organization in European air transport,W. t,LAURENCE C. TOMBS CANADA M.A.,U. S. A. 1936,ENGLAND MARUZEN COMPANY,JAPAN KWANG HSUEH PUBLISHING HOUSE 140
HEI_000528--000002_411209,1936,,Die diplomatische Vorgeschichte des Chaco-Konflikts,HANS SANDEL,HANS SANDELMANN,Geœèvê,H. VAILLANT-CARMANNE,Paul Mantoux
HEI_000528--000003_411209,1936,,Planwirtschaft und Aussenhandel,H. VAILIANT-CARMANNE,Etudes Internatio,William E. Rappard,Ludwig von Mises,Michael A. Ilcilperin
HEI_000528--000004_410206,1936,,L'exécution des sentences internationales,jSf- 4STCfl6BB,EdvXd riAlvwRO,MM. Bourqitin,M. Guggenheim,Edvard Hamb
HEI_000528--000005_410206,1936,,Vatican diplomatic practice as affected by the Lateran Agreements,Oliver E. Benson,Paul Mantoux,TO E. A. B. AND I. H,Historical Incidents Illustrating Vatican Diplomacy,Peace of God and Truce of God
HEI_000528--000006_410206,1936,,The influence of organized labor on the foreign policy of the United States,98Ö6 Margaret Hardy Licencie,M. E. I.,H. VAILLANT-CARMANNE,M. Rappakd,MM. von Mises
HEI_000528--000007_410206,1937,,Die Lehre vom Primat des Völkerrechts in der neueren Literatur,isOiS O,lUniversitc de Breslau,MM. Bourquin,M. Guggenheim,Walter Schiffer
HEI_000528--000008_410206,1938,,Die Einwanderung nach Palästina seit dem Weltkriege,Vgjgijg1 La Commission Mixte,Mlle Liesel,-Palästina seif,Génevé,Kapitel
HEI_000528--000009_410206,1938,,Nations et droit ou le développement du droit international entendu comme développement de l'Etat,Umberto CAMPAGNOLO  de Este,DROIT J.,Umberto CAMPAGNOI J,BOULEVARD SAINT-GERMAIN,i i La Commission Mixte
HEI_000529--000001_410206,1938,,L'article 16 du Pacte et son interprétation dans le conflit italo-éthiopien,Arthur Rousseau ROUSSEAU  Cie,MM. Bourquin,M. Guggenheim,lJnstitut,Axel Serup
HEI_000529--000002_410301,1938,,The actions of the States members of the league of nations in application of sanctions against Italy,Albert E. HiGHLEY,U. S. A.,A. B.,Etudrânf-de,M. Mantoux
HEI_000529--000003_410301,1938,,La réparation comme conséquence de l'acte illicite en droit international,O CO CO O X O H,LADISLAS REITZER Budapest,Cambridge L. J.,Columbia L. R.  Columbia Law Review,Yale L. J.
HEI_000529--000004_410301,1938,,Les compromis d'arbitrage devant la Cour permanente de justice internationale,CJ CO M CM X O I,HENRI DE Neuchâtel,MM. Bourquin,Guggenheim,Henri ThÉVENAZ
HEI_000529--000005_410301,1938,,The international responsibility of States for denial of justice,JJ c jAîîîti-î  ei,fjît-îZ3,Mich,U. S. A.,B. A.
HEI_000529--000006_410301,1938,,Quaker international work in Europe since 1914,Willis H,Wilmington College M. A.,M. Mantoux,Rappard,M. Ferrero
HEI_000529--000007_410301,1938,,The international control of radiocommunications,O B Ib,M. Bourquin,M. Kelsen,M. Mantoux,John D. Tomlinson
HEI_000529--000008_410301,1939,,The international position of Outer Mongolia,O I 3  Il H t,Gerard M. FRITERS,M. Mantoux,MM. Bourquin,Ferrero
HEI_000530--000001_410301,1939,,Les rapports politiques franco-allemands à la Conférence du désarmement,Kennetli CLAY,B A.,Kennetk CLAY,JJ Jx,M. Mantoux
HEI_000530--000002_410206,1939,,Swiss-American economic relations,U. S. A.,M. A.,Rappard,Dorothy,Swiss-American Economie Relations
HEI_000530--000003_410206,1940,,La politique allemande et les problèmes balkaniques au temps de Bismarck,M. M. Bourquin,Ferrero,M. Mantoux,M. Kiril J. Kirkoff,Administratives de Sofia
HEI_000530--000004_410206,1940,,The arbitration policy of the United States since 1920,O I kSë ì-5s,U. S. A.,lUntv-cjsité,M. A.,MM. Kelsen
HEI_000530--000005_410206,1941,,Théorie de la société internationale,M. J. Piaget,MM. M. Bourquin,C.-J. Burckhardt,P. Guggenheim,M. Panayis A. Papali gouras
HEI_000530--000006_410206,1941,,Le préambule des traités internationaux,Y- Æ,S-fty,MM. Bourquin,Guggenheim,Paul You
HEI_000530--000007_410206,1943,,Les Etats-Unis et la Grande-Bretagne devant le IIIe Reich (1934-1939),M. Babel,MM. Mantoux,Rappard,M. Röpke,M. Olivier Long
HEI_000530--000008_411209,1943,,La politique commerciale suisse de 1932 à 1939,T H È S E 7,Doris KARMIN,M. Babel,Rappard,Röpke
HEI_000531--000001_411209,1944,,La politique de la Russie à l'égard des détroits,Maria PAPOUKTCHIEVA SOFIA,Maria PAPOUKTCHÏEVA SOFIA,Hautes Etudes Internationales,MM. Bourquin,Maria Papouktchieva
HEI_000531--000002_410301,1945,,"The central organisation for a durable peace, (1915-1919)",E I i,AMBÎLLY,Madeleine Z. DOTY New-York City,B. A. Smith,Madeleine Z. Dot
HEI_000531--000003_410301,1946,,Wesen und Grundbegriffe des Kriegsschadensrechts,J. WEISS,Z i - -A,ZbivvZZyv,J-zîf,JjZs -z
HEI_000531--000004_411209,1946,,Les rapports entre l'Organisation internationale du travail et la Cour permanente de justice interna,S.A.,MM. Bourquin,Guggenheim,Georges Fischer,Recueil des Cours de lAcadémie
HEI_000531--000005_411209,1946,,Grandes puissances - petites nations et le problème de l'organisation internationale,O I b,H È s,I Joseph MARKTS GRAZ,Joseph 2ARK1JS mRAZ,Hautes Etudes Internationales
HEI_000531--000006_411209,1947,,Sweden's capital imports and exports,Erin E. FLEETWOOD Stockholm,Erin E. FLEETWOOD Stockholm iSuède,Rappard,Röpke,M Erin E. Fleetwood
HEI_000531--000007_411209,1947,,La politique des grandes puissances et la question d'Egypte,O N. IO,Vlad CARAGIALE Bucarest,Üi S,Vlad CARAGIAL E Bucarest,Maurice Bourquin
HEI_000531--000008_411209,1948,,La clause de la nation la plus favorisée dans la pratique internationale de la Suisse,HENRI F. OPPENHEIM CHAMBLON,A. VEVEY - -  1948,I Ç J HENRI F. OPPENHEIM CHAMBLON,William E. Rappard,Paul Guggenheim
HEI_000531--000009_410301,1948,,Le Conseil de Sécurité et le règlement pacifique des différends,André SALOMON B. S.,Robert College,Maurice Bourquin,Paul Gug genheim,Hans Webber
HEI_000531--000010_410301,1949,,La qualification internationale des réfugiés et personnes déplacées dans le cadre des Nations Unies,Roger NATHAN-CHAPOTOT,Ä PARIS Editions A. PEDONE Librairie de la Cour dAppel,MM. M. Bourquin,P. Mantoux,H. Wehberg
HEI_000532--000001_410301,1949,,European commercial air cargo,D CD,John Lawrence,MM. W. E. Rappard,P. Guggenheim,H. Wehberg
HEI_000532--000002_410301,1949,,A new attempt at internationalism,Edward Dana WILGRESS Ottawa,Edward Dana W ILGRESS Ottawa,Etudes Inter,MM. W. E. Rappard,P Man tou
HEI_000532--000003_410301,1949,,L'Assemblée générale des Nations Unies,Paul Alexis LAD,Maurice Bourquin,William E. Rappard,Paul Guggenheim,Hans WeKberg
HEI_000532--000004_410301,1949,,La natura giuridica delle organizzazioni internazionali,M- Uli Zv M,Maurice Battelli,Maurice Bourquin,Paul Guggenheim,Società Tipografica
HEI_000532--000005_410301,1949,,Genesis of the European recovery program,C CD O,William E. Rappard,V Uni versité,Paul Mantoux,Wilhelm Röpke
HEI_000532--000006_410301,1949,,The privileges and immunities of the personnel of international organizations,JOHN KERRY,Maurice Bourquin,Paul Guggenheim,Hans Wehberg,Paul Mantoux
HEI_000532--000007_410206,1949,,Nuremberg judgment in the light of international law,Maurice Bourquin,Paul Guggenheim,Hans Wéhherg,There,are against Peace
HEI_000532--000008_410206,1950,,"Soviet territorial aggrandizement, 1939-1948",D. C. 1950 UNIVERSITE,D. C. 950 La Commission Mixte,Maurice Bourquin,Paul Mantoux,Alice Goebel
HEI_000532--000009_410206,1949,,The minimum standard of international law applied to aliens,Andreas Hans ROTH DE LENZBURG,Hans ROTH J DE LENZBURG,Maurice Bourquin,M. M. Paul Guggen heim,Hans Wehberg
HEI_000532--000010_410206,1950,,Turkish foreign policy,Edward Reginald,Maurice Bourquin,Paul Mantoux,William E. Rappard,Turkish
HEI_000533--000001_410206,1950,,The problem of disarmament in the United Nations,Charles Wilmott,U i-f,Charles Wilmott HAR RINGTON,William E. Rappard,Paul Mantotix
HEI_000533--000002_410206,1950,,New concept in the quest for peace,O II,Paul Eric KOEFOD Bemidji,u.S-â,Paul Eric KOKEOT,Maurice Bourquin
HEI_000533--000003_410206,1950,,The relationships among the principal organs of the United Nations,C Q O D N.,Hossein FAKHER,William Rappard,Paul Guggenheim,Hans Wehberg
HEI_000533--000004_410206,1950,,United States policies in international double taxation of income,Hermon Manning,William Rappard,Paul Guggenheim,Klaus Knorr,Wilhelm Röpke
HEI_000533--000005_411209,1950,,The attitude of the British Labour Party towards European and collective security problems,William Rayburn TUCKER,iU--,X Ä Ä,Maurice Bourquin,William Rappard
HEI_000533--000006_411209,1950,,Public information in Japan under American occupation,D i îWili,HEIlH SIBIL,John Wilson GADDIS Honolulu,Hawaii U C,Maurice Bourquin
HEI_000533--000007_411209,1950,,General principles and problems in the international protection of minorities,Tennent Harrington,California,Maurice Bourquin,William Rappard,Paul Mantoux
HEI_000533--000008_411209,1951,,Grundprinzipien des modernen zwischenstaatlichen Nachbarrechts,HANS THALMANN,Jurîs-Verlag Zürich,Polygraphischer Verlag A. G. Zürich Grundprinzipien,modernen zwischenstaatlichen Nachbarrechts,Tfiêsê Druck
HEI_000533--000009_411209,1951,,The European recovery program in France,Arthur Samuel HOFFMAN de CAMDEN,N. J.,Hautes Etudes Int,William E,Wilhelm Ropke
HEI_000533--000010_411209,1951,,Analysis of the principles and system of international trusteeship in the charter,C. V. LAKSHMINARAYAN MADRAS India,William E. Rappard,Paul Guggenheim,Hans Webber,Hans Wehberg
HEI_000534--000001_411209,1952,,Great Britain and Palestine,PALESTINE Ä Study of the Problem before,Joseph Jermiah ZASLOFF PITTSBURGH,PENNSYLVANIA U.S.A.,Joseph Jermiah ZASLQFF PITTSBURGH,Bourquin
HEI_000534--000002_411209,1951,,The rise of the double diplomatic corps in Rome,O X O H,ROBERT A. GRAHAM,Maurice Bourquin,Paul Mantoux,Hans Wehberg
HEI_000534--000003_411209,1952,,Crimes against peace,Hautes Études Internationales,E. Rapßard,Guggenheim,Hans Wehberg,William E. RAPPARD
HEI_000534--000004_411209,1951,,"The Soviets and Europe, 1938-1941",ÜB Q,Thomas Hanley BENNETT Canada,Maurice Baumont,Jacques Freymond,Paul Mantoux
HEI_000534--000005_411209,1952,,The declarations of the members accepting the compulsory jurisdiction of the International Court of ,Ali Naghi FARMANFARMA,7A iSÄWB,William E. Rappard,Paul Guggen heim,Hans Wehberg
HEI_000534--000006_411209,1952,,The division and dismemberment of Germany,Universitaire de Hautes Etudes Internationales THE DIVISION AND DISMEMBERMENT OF GERMANY FROM THE CASABLANCA CONFERENCE,M. Mau,Bourquin,Maurice Baumont,Jacques Frey- mond.et Wilhelm
HEI_000534--000007_411209,1952,,"The disposition of the Italian colonies, 1941-1951",George Henry BECKER,Maurice Bourquin,Maurice Baumont,Jacques Freymond,Paul Mantoux
HEI_000534--000008_411209,1952,,The International Telecommunication Union,CJ CJ co,E. J. BRILL,S LEIDEN E. J. BRILL,William P. Rappard,Paul Guggenheim
HEI_000534--000009_411209,1952,,United States policy and the inter-American peace system 1889-1952,Henry Myron BLACKMER,Maurice Bourquin,Maurice Baumont,Jacques Freymond,William E. R apparo
HEI_000535--000001_411209,1952,,La responsabilité internationale des Etats pour les actes de négligence,T r-,Hautes Etudes Internationales,Maurice Bourquin,Paul Guggenheim,Hans Kelsen
HEI_000535--000002_411209,1952,,La satisfaction comme mode de réparation en droit international,Pierre André BISSONNETTE,Maurice Bourquin,Paul Guggen heim,Hans Kelsen,Hans Wehberg
HEI_000535--000003_410206,1953,,L'Organisation des Nations Unies et les états non membres,V. i,Hautes Etudes Internationales,Maurice Bourquin,Paul Guggenheim,Hans Kelsen
HEI_000535--000004_410206,1953,,The Council of Four as a joint emergency authority in the European crisis at the Paris Peace Confere,Calliope G. CALDIS DE,Calliope G. CALDIS DE Grèce,Maurice Bourquin,Maurice Baumont,Jacques Freymond
HEI_000535--000005_410206,1953,,Die Liberalisierung,Diplomvolkswirt der Universität Frankeuri,Diplomvolkswirt der Universität Frankfurtm.,William E. Rappard,M. Wilhelm Röpke,liebenswürdige Unterstützung zuteil werden ließen
HEI_000535--000006_410206,1953,,Austria's international position : 1938-1953 : the re-establishment of an independent Austria,Librairie E. Droz 8,TRAVERS GÄAYSON,y- ftÿlWfeÂÂftcMs.,Maurice Bourquin,Maurice Baumont
HEI_000535--000007_410206,1954,,Power and the law,fe A. R. Adams  Son Dover,A. R. Adams,Librairie E. Droz 8,Maurice Bourquin,William E. Rappard
HEI_000535--000008_410206,1954,,Die deutsch-österreichischen Beziehungen in den Jahren von 1936 bis 1938,MARIA ALBERTI,ENNO DE VIENNE,Maurice Bourquin,Maurice Baumont,Freymond
HEI_000535--000009_410206,1954,,Identity and continuity of states in public international law,Dfo1î,Maurice Bourquin,William E,Rappard,Paul Guggenheim
HEI_000536--000001_410206,1954,,The right of innocent passage,Universitaire de Hautes Etudes Internationales,Maurice BOURQUIN,Paul GUGGENHEIM,Hans WEHBERG,Youssef Khoshkish
HEI_000536--000002_411209,1954,,Les Nations Unies et les accords régionaux,8B1 i fz,Maurice Bourquin,Paul Guggenheim,Hans Weh- berg,M. Lazare Kopelmanas
HEI_000536--000003_411209,1955,,The Palestine pound and the Israel pound,ROBERT DAVID OTTENSOOSER 2,ROBERT DAVID OTTENSOOSER,Hautes Etudes Internationales,William E. Rappard,Michael A. Heilperin
HEI_000536--000004_411209,1955,,The foreign correspondents,William E. Rappard,Jacques Freymond,Michael A. Heilperin,Mme Alice Gœbel,J. B. Rose
HEI_000536--000005_411209,1955,,International civil aviation organization,JACOB SCHENKMAN,Etudes Internationales,William E. Rappard,Jacques Freymond,Hans Wehberg
HEI_000536--000006_411209,1956,,The social thought of the World Council of Churches,Maurice Baumont,Maurice Bourquin,Jacques Freymond,Wühelm Röpke,Dr. W. A. Vissert Hooft
HEI_000536--000007_411209,1956,,The concept of war in contemporary history and international law,M. Bourquin,H. Kelsen and G. Schwarzenberger,L. K. TABLE OF CONTENTS,Grotius,Formal
HEI_000536--000008_411209,1957,,The Bolsheviks and the national and colonial question,O i ï,LIBRAIRIE E. DROZ 8,Maurice Baumont,Maurice Bourquin,Jacques Freymond
HEI_000536--000009_411209,1957,,The World Health Organization,ROBERT BERKOV DES ÉTATS-UNIS DAMÉRIQUE,Paul Guggenheim,Maurice Bourquin,Jacques Freymond,Hans Wehberg
HEI_000537--000001_410301,1957,,"Agricultural policy and trade liberalization in the United States, 1934-1956",LIBRAIRIE E. DROZ kl,LIBRAIRIE E. DROZ La,Hautes Etudes Internationales,Jacques Freymond,Louis J. Halle
HEI_000537--000002_410301,1957,,"A study of British public opinion and the European appeasement policy, 1933-1939",Maurice Bourquin,Jacques Freymond,K IX,V - il,Today
